,P1Rank,P2Rank,P1Pts,P2Pts,Surface,AP1Surface,AP1Rank,AP1OppRank,BP1Surface,BP1Rank,BP1OppRank,CP1Surface,CP1Rank,CP1OppRank,AP2Surface,AP2Rank,AP2OppRank,BP2Surface,BP2Rank,BP2OppRank,CP2Surface,CP2Rank,CP2OppRank,AP1Win,BP1Win,CP1Win,AP2Win,BP2Win,CP2Win
33930,109,52,507,980,3,3,109,52,3,109,52,3,109,52,3,109,52,3,109,52,3,109,52,1,1,0,1,1,0
33959,109,35,507,1238,3,3,109,35,3,109,35,3,109,35,3,109,35,3,109,35,3,109,35,1,0,0,1,0,1
33988,109,96,507,612,3,3,109,96,3,109,96,3,109,96,3,109,96,3,109,96,3,109,96,0,0,0,0,0,0
34017,46,112,1087,503,3,3,46,112,3,46,112,3,46,112,3,46,112,3,46,112,3,46,112,0,1,1,0,0,1
34046,29,113,1415,471,1,1,29,113,1,29,113,1,29,113,1,29,113,1,29,113,1,29,113,0,1,0,0,1,0
34075,88,122,645,456,1,1,88,122,1,88,122,1,88,122,1,88,122,1,88,122,1,88,122,1,0,0,1,0,1
34104,40,71,1117,750,2,2,71,40,2,71,40,2,71,40,2,71,40,2,71,40,2,71,40,1,1,0,1,1,0
34133,71,76,750,715,2,2,71,76,2,71,76,2,71,76,2,71,76,2,71,76,2,71,76,1,0,0,1,0,0
34162,71,10,750,3335,2,2,71,10,2,71,10,2,71,10,2,71,10,2,71,10,2,71,10,0,0,1,0,1,0
34191,73,105,750,563,2,2,105,73,2,105,73,2,105,73,2,105,73,2,105,73,2,105,73,0,1,0,0,0,0
34220,83,8,686,3640,2,2,8,83,2,8,83,2,8,83,2,8,83,2,8,83,2,8,83,1,0,1,0,1,1
34249,50,83,975,686,2,2,83,50,2,83,50,2,83,50,2,83,50,2,83,50,2,83,50,0,0,1,0,1,0
34278,87,62,676,825,2,2,62,87,2,62,87,2,62,87,2,62,87,2,62,87,2,62,87,1,0,1,1,0,1
34307,87,55,676,911,2,2,87,55,2,87,55,2,87,55,2,87,55,2,87,55,2,87,55,0,1,0,0,1,0
34336,87,35,656,1262,2,2,35,87,2,35,87,2,35,87,2,35,87,2,35,87,2,35,87,1,0,1,1,0,1
34365,61,87,867,656,2,2,87,61,2,87,61,2,87,61,2,87,61,2,87,61,2,87,61,0,0,1,0,1,1
34394,84,55,681,963,2,2,55,84,2,55,84,2,55,84,2,55,84,2,55,84,2,55,84,1,1,0,1,1,0
34423,23,84,1630,681,2,2,84,23,2,84,23,2,84,23,2,84,23,2,84,23,2,84,23,1,0,1,1,0,1
34452,84,135,681,418,2,2,84,135,2,84,135,2,84,135,2,84,135,2,84,135,2,84,135,0,1,0,0,1,1
34481,87,47,669,997,1,1,47,87,1,47,87,1,47,87,1,47,87,1,47,87,1,47,87,1,0,1,1,0,0
34510,109,87,502,669,1,1,87,109,1,87,109,1,87,109,1,87,109,1,87,109,1,87,109,0,0,0,0,1,0
34539,1,77,8770,734,3,3,1,77,3,1,77,3,1,77,3,1,77,3,1,77,3,1,77,1,1,1,1,0,1
34568,97,77,594,734,3,3,77,97,3,77,97,3,77,97,3,77,97,3,77,97,3,77,97,0,0,0,0,1,1
34597,90,67,644,855,3,3,67,90,3,67,90,3,67,90,3,67,90,3,67,90,3,67,90,1,1,1,1,1,1
34626,18,90,1950,644,3,3,90,18,3,90,18,3,90,18,3,90,18,3,90,18,3,90,18,1,0,1,1,1,0
34655,90,38,644,1155,3,3,90,38,3,90,38,3,90,38,3,90,38,3,90,38,3,90,38,1,0,0,1,0,0
34684,77,90,719,644,3,3,90,77,3,90,77,3,90,77,3,90,77,3,90,77,3,90,77,0,0,1,0,0,1
34713,83,36,694,1260,1,1,36,83,1,36,83,1,36,83,1,36,83,1,36,83,1,36,83,0,1,1,0,0,1
34742,91,75,669,765,1,1,75,91,1,75,91,1,75,91,1,75,91,1,75,91,1,75,91,1,1,0,1,1,0
34771,25,27,1580,1425,2,2,25,27,2,25,27,2,25,27,2,25,27,2,25,27,2,25,27,1,0,1,1,0,1
34800,27,95,1425,595,2,2,27,95,2,27,95,2,27,95,2,27,95,2,27,95,2,27,95,0,1,1,1,1,1
34829,2,30,7080,1345,2,2,2,30,2,2,30,2,2,30,2,2,30,2,2,30,2,2,30,1,1,0,1,1,0
34858,75,30,764,1345,2,2,30,75,2,30,75,2,30,75,2,30,75,2,30,75,2,30,75,1,0,0,1,0,1
34887,95,30,598,1345,2,2,30,95,2,30,95,2,30,95,2,30,95,2,30,95,2,30,95,0,0,1,0,1,1
34916,3,18,5410,1855,2,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,1,0,1,1,1,0
34945,18,21,1855,1745,2,2,18,21,2,18,21,2,18,21,2,18,21,2,18,21,2,18,21,1,0,0,1,0,1
34974,77,18,758,1855,2,2,18,77,2,18,77,2,18,77,2,18,77,2,18,77,2,18,77,0,1,1,0,0,1
35003,17,195,1935,290,2,2,195,17,2,195,17,2,195,17,2,195,17,2,195,17,2,195,17,0,1,0,0,0,1
35032,18,73,1935,753,2,2,73,18,2,73,18,2,73,18,2,73,18,2,73,18,2,73,18,1,0,1,1,1,0
35061,18,164,1935,341,2,2,18,164,2,18,164,2,18,164,2,18,164,2,18,164,2,18,164,0,1,1,1,0,0
35090,28,18,1530,1855,3,3,28,18,3,28,18,3,28,18,3,28,18,3,28,18,3,28,18,1,1,0,1,1,0
35119,43,18,1075,1855,3,3,18,43,3,18,43,3,18,43,3,18,43,3,18,43,3,18,43,1,0,1,1,0,1
35148,18,92,1855,642,3,3,18,92,3,18,92,3,18,92,3,18,92,3,18,92,3,18,92,0,1,1,0,1,0
35177,6,21,4860,1675,3,3,6,21,3,6,21,3,6,21,3,6,21,3,6,21,3,6,21,1,1,1,1,1,1
35206,37,21,1190,1675,3,3,21,37,3,21,37,3,21,37,3,21,37,3,21,37,3,21,37,1,1,0,1,1,0
35235,21,17,1675,1950,3,3,21,17,3,21,17,3,21,17,3,21,17,3,21,17,3,21,17,1,0,1,1,0,1
35264,29,148,1465,382,1,1,29,148,1,29,148,1,29,148,1,29,148,1,29,148,1,29,148,1,1,0,1,1,1
35293,153,148,361,382,1,1,148,153,1,148,153,1,148,153,1,148,153,1,148,153,1,148,153,1,1,0,1,1,0
35322,75,148,757,382,1,1,148,75,1,148,75,1,148,75,1,148,75,1,148,75,1,148,75,1,0,1,1,0,1
35351,22,77,1696,720,2,2,22,77,2,22,77,2,22,77,2,22,77,2,22,77,2,22,77,0,0,0,1,0,0
35380,77,109,720,486,2,2,77,109,2,77,109,2,77,109,2,77,109,2,77,109,2,77,109,0,0,0,0,0,0
35409,77,88,736,642,2,2,88,77,2,88,77,2,88,77,2,88,77,2,88,77,2,88,77,0,0,0,0,0,0
35438,149,77,388,736,2,2,149,77,2,149,77,2,149,77,2,149,77,2,149,77,2,149,77,0,0,1,0,0,1
35467,75,85,746,683,2,2,85,75,2,85,75,2,85,75,2,85,75,2,85,75,2,85,75,0,1,0,0,1,0
35496,71,53,771,920,2,2,53,71,2,53,71,2,53,71,2,53,71,2,53,71,2,53,71,1,0,1,1,0,0
35525,215,50,257,950,2,2,50,215,2,50,215,2,50,215,2,50,215,2,50,215,2,50,215,0,0,1,0,1,1
35554,55,16,920,1855,2,2,16,55,2,16,55,2,16,55,2,16,55,2,16,55,2,16,55,1,1,0,1,1,0
35583,55,8,920,3755,2,2,55,8,2,55,8,2,55,8,2,55,8,2,55,8,2,55,8,1,0,0,1,0,0
35612,83,55,687,920,2,2,55,83,2,55,83,2,55,83,2,55,83,2,55,83,2,55,83,0,1,0,0,0,1
35641,53,67,945,799,2,2,67,53,2,67,53,2,67,53,2,67,53,2,67,53,2,67,53,0,1,1,0,0,1
35670,62,11,865,3200,2,2,11,62,2,11,62,2,11,62,2,11,62,2,11,62,2,11,62,1,1,0,1,1,0
35699,67,62,824,865,2,2,62,67,2,62,67,2,62,67,2,62,67,2,62,67,2,62,67,1,0,1,1,0,0
35728,27,62,1475,865,2,2,62,27,2,62,27,2,62,27,2,62,27,2,62,27,2,62,27,0,0,0,0,0,1
35757,64,29,850,1395,2,2,29,64,2,29,64,2,29,64,2,29,64,2,29,64,2,29,64,0,1,1,0,1,0
35786,112,66,491,850,1,1,112,66,1,112,66,1,112,66,1,112,66,1,112,66,1,112,66,1,1,0,1,1,0
35815,66,136,850,423,1,1,66,136,1,66,136,1,66,136,1,66,136,1,66,136,1,66,136,1,0,0,1,0,1
35844,71,66,805,850,1,1,66,71,1,66,71,1,66,71,1,66,71,1,66,71,1,66,71,0,0,1,0,0,1
35873,33,63,1280,850,1,1,33,63,1,33,63,1,33,63,1,33,63,1,33,63,1,33,63,0,1,1,0,1,1
35902,72,66,780,825,3,3,72,66,3,72,66,3,72,66,3,72,66,3,72,66,3,72,66,1,1,0,1,1,0
35931,66,41,825,1090,3,3,66,41,3,66,41,3,66,41,3,66,41,3,66,41,3,66,41,1,0,0,0,0,1
35960,82,66,715,825,3,3,66,82,3,66,82,3,66,82,3,66,82,3,66,82,3,66,82,0,0,1,0,0,1
35989,58,2,920,8720,3,3,2,58,3,2,58,3,2,58,3,2,58,3,2,58,3,2,58,0,1,0,0,1,1
36018,76,57,722,920,3,3,76,57,3,76,57,3,76,57,3,76,57,3,76,57,3,76,57,1,0,1,1,0,1
36047,70,45,770,1055,2,2,70,45,2,70,45,2,70,45,2,70,45,2,70,45,2,70,45,0,1,0,0,0,1
36076,71,36,770,1222,2,2,36,71,2,36,71,2,36,71,2,36,71,2,36,71,2,36,71,1,0,0,1,0,1
36105,71,18,770,1825,2,2,71,18,2,71,18,2,71,18,2,71,18,2,71,18,2,71,18,0,0,1,0,0,1
36134,32,63,1330,850,2,2,32,63,2,32,63,2,32,63,2,32,63,2,32,63,2,32,63,0,0,1,0,1,0
36163,74,69,763,815,2,2,74,69,2,74,69,2,74,69,2,74,69,2,74,69,2,74,69,1,0,1,1,0,1
36192,83,88,706,668,3,3,83,88,3,83,88,3,83,88,3,83,88,3,83,88,3,83,88,0,0,0,0,1,0
36221,86,44,668,1070,3,3,44,86,3,44,86,3,44,86,3,44,86,3,44,86,3,44,86,1,0,0,1,0,1
36250,86,90,668,648,3,3,86,90,3,86,90,3,86,90,3,86,90,3,86,90,3,86,90,0,0,0,0,0,0
36279,86,78,668,719,3,3,78,86,3,78,86,3,78,86,3,78,86,3,78,86,3,78,86,0,0,0,0,0,0
36308,74,7,780,3635,1,1,7,74,1,7,74,1,7,74,1,7,74,1,7,74,1,7,74,0,0,1,0,0,1
36337,37,72,1280,770,1,1,37,72,1,37,72,1,37,72,1,37,72,1,37,72,1,37,72,0,1,0,0,1,1
36366,76,110,725,500,1,1,110,76,1,110,76,1,110,76,1,110,76,1,110,76,1,110,76,1,1,0,1,1,0
36395,17,125,1915,452,2,2,17,125,2,17,125,2,17,125,2,17,125,2,17,125,2,17,125,0,1,0,0,0,0
36424,134,10,424,3045,3,3,10,134,3,10,134,3,10,134,3,10,134,3,10,134,3,10,134,0,0,1,0,1,1
36453,135,85,421,671,3,3,85,135,3,85,135,3,85,135,3,85,135,3,85,135,3,85,135,0,1,0,0,0,0
36482,62,119,855,458,1,1,62,119,1,62,119,1,62,119,1,62,119,1,62,119,1,62,119,1,0,1,1,0,1
36511,46,119,1070,458,1,1,119,46,1,119,46,1,119,46,1,119,46,1,119,46,1,119,46,0,0,0,0,1,1
36540,134,94,415,645,1,1,94,134,1,94,134,1,94,134,1,94,134,1,94,134,1,94,134,1,1,0,1,1,0
36569,74,134,731,415,1,1,134,74,1,134,74,1,134,74,1,134,74,1,134,74,1,134,74,1,0,0,1,0,0
36598,26,49,1640,1030,2,2,26,49,2,26,49,2,26,49,2,26,49,2,26,49,2,26,49,1,1,1,1,1,1
36627,49,46,1030,1051,2,2,49,46,2,49,46,2,49,46,2,49,46,2,49,46,2,49,46,1,1,1,1,1,1
36656,49,217,1030,255,2,2,49,217,2,49,217,2,49,217,2,49,217,2,49,217,2,49,217,1,1,0,1,1,0
36685,49,19,1030,1838,2,2,49,19,2,49,19,2,49,19,2,49,19,2,49,19,2,49,19,1,0,0,0,1,1
36714,57,41,903,1090,2,2,41,57,2,41,57,2,41,57,2,41,57,2,41,57,2,41,57,0,0,0,0,1,0
36743,103,57,540,912,2,2,103,57,2,103,57,2,103,57,2,103,57,2,103,57,2,103,57,0,0,0,0,0,0
36772,19,50,1755,997,2,2,19,50,2,19,50,2,19,50,2,19,50,2,19,50,2,19,50,0,1,0,0,0,1
36801,45,102,1022,554,2,2,102,45,2,102,45,2,102,45,2,102,45,2,102,45,2,102,45,0,1,1,0,1,0
36830,95,47,597,997,1,1,95,47,1,95,47,1,95,47,1,95,47,1,95,47,1,95,47,1,1,0,1,1,0
36859,47,87,997,669,1,1,47,87,1,47,87,1,47,87,1,47,87,1,47,87,1,47,87,1,0,0,1,0,1
36888,47,96,997,596,1,1,47,96,1,47,96,1,47,96,1,47,96,1,47,96,1,47,96,0,0,1,0,1,1
36917,47,89,1016,646,3,3,47,89,3,47,89,3,47,89,3,47,89,3,47,89,3,47,89,0,0,0,0,1,0
36946,50,82,1000,691,3,3,50,82,3,50,82,3,50,82,3,50,82,3,50,82,3,50,82,1,0,0,1,0,1
36975,25,82,1555,691,3,3,82,25,3,82,25,3,82,25,3,82,25,3,82,25,3,82,25,1,1,1,0,1,0
37004,85,100,671,567,3,3,100,85,3,100,85,3,100,85,3,100,85,3,100,85,3,100,85,1,0,0,1,0,0
37033,135,85,421,671,3,3,85,135,3,85,135,3,85,135,3,85,135,3,85,135,3,85,135,0,1,0,0,0,0
37062,90,64,671,870,1,1,64,90,1,64,90,1,64,90,1,64,90,1,64,90,1,64,90,0,0,0,0,0,0
37091,58,52,879,965,2,2,58,52,2,58,52,2,58,52,2,58,52,2,58,52,2,58,52,0,1,0,0,0,1
37120,89,43,636,1061,2,2,89,43,2,89,43,2,89,43,2,89,43,2,89,43,2,89,43,0,0,1,0,1,0
37149,41,16,1061,1985,2,2,16,41,2,16,41,2,16,41,2,16,41,2,16,41,2,16,41,1,0,1,0,1,0
37178,93,41,625,1061,2,2,41,93,2,41,93,2,41,93,2,41,93,2,41,93,2,41,93,0,0,0,0,1,1
37207,50,2,987,6480,2,2,2,50,2,2,50,2,2,50,2,2,50,2,2,50,2,2,50,1,1,0,1,0,1
37236,17,50,1870,987,2,2,50,17,2,50,17,2,50,17,2,50,17,2,50,17,2,50,17,1,0,0,1,0,1
37265,50,133,987,436,2,2,50,133,2,50,133,2,50,133,2,50,133,2,50,133,2,50,133,0,1,1,0,1,1
37294,81,36,715,1197,1,1,81,36,1,81,36,1,81,36,1,81,36,1,81,36,1,81,36,1,1,1,1,1,1
37323,36,113,1197,501,1,1,36,113,1,36,113,1,36,113,1,36,113,1,36,113,1,36,113,1,1,1,1,1,1
37352,12,36,2470,1197,1,1,36,12,1,36,12,1,36,12,1,36,12,1,36,12,1,36,12,1,1,0,1,1,0
37381,36,37,1197,1160,1,1,36,37,1,36,37,1,36,37,1,36,37,1,36,37,1,36,37,1,0,0,1,0,1
37410,40,36,1065,1197,1,1,36,40,1,36,40,1,36,40,1,36,40,1,36,40,1,36,40,0,0,0,0,0,0
37439,36,75,1197,757,1,1,75,36,1,75,36,1,75,36,1,75,36,1,75,36,1,75,36,0,0,1,0,1,0
37468,36,64,1235,865,3,3,64,36,3,64,36,3,64,36,3,64,36,3,64,36,3,64,36,0,1,0,0,0,0
37497,36,62,1227,906,3,3,62,36,3,62,36,3,62,36,3,62,36,3,62,36,3,62,36,1,0,1,1,0,0
37526,53,36,950,1227,3,3,36,53,3,36,53,3,36,53,3,36,53,3,36,53,3,36,53,0,1,0,0,1,0
37555,38,62,1182,903,3,3,62,38,3,62,38,3,62,38,3,62,38,3,62,38,3,62,38,1,0,0,1,0,0
37584,8,38,3635,1182,3,3,38,8,3,38,8,3,38,8,3,38,8,3,38,8,3,38,8,0,1,1,0,0,0
37613,42,62,1186,882,1,1,62,42,1,62,42,1,62,42,1,62,42,1,62,42,1,62,42,0,0,1,0,0,0
37642,10,42,2930,1176,1,1,10,42,1,10,42,1,10,42,1,10,42,1,10,42,1,10,42,0,1,0,0,1,1
37671,45,3,1086,5195,1,1,3,45,1,3,45,1,3,45,1,3,45,1,3,45,1,3,45,1,1,0,1,1,1
37700,37,45,1280,1086,1,1,45,37,1,45,37,1,45,37,1,45,37,1,45,37,1,45,37,1,0,1,1,0,0
37729,19,45,1840,1086,1,1,45,19,1,45,19,1,45,19,1,45,19,1,45,19,1,45,19,0,0,1,0,0,1
37758,65,45,822,1086,1,1,65,45,1,65,45,1,65,45,1,65,45,1,65,45,1,65,45,0,0,1,0,1,0
37787,45,37,1073,1300,1,1,37,45,1,37,45,1,37,45,1,37,45,1,37,45,1,37,45,1,0,1,0,1,1
37816,52,45,977,1073,1,1,45,52,1,45,52,1,45,52,1,45,52,1,45,52,1,45,52,0,1,1,0,1,0
37845,45,36,1080,1366,2,2,36,45,2,36,45,2,36,45,2,36,45,2,36,45,2,36,45,1,0,1,0,1,1
37874,45,110,1080,506,2,2,45,110,2,45,110,2,45,110,2,45,110,2,45,110,2,45,110,0,1,1,0,0,0
37903,8,47,3200,1044,2,2,8,47,2,8,47,2,8,47,2,8,47,2,8,47,2,8,47,1,1,1,1,1,1
37932,109,47,539,1044,2,2,47,109,2,47,109,2,47,109,2,47,109,2,47,109,2,47,109,1,1,0,1,1,0
37961,47,113,1044,518,2,2,47,113,2,47,113,2,47,113,2,47,113,2,47,113,2,47,113,1,0,1,0,0,0
37990,47,153,1044,357,2,2,47,153,2,47,153,2,47,153,2,47,153,2,47,153,2,47,153,0,1,1,0,0,0
38019,49,31,999,1470,1,1,31,49,1,31,49,1,31,49,1,31,49,1,31,49,1,31,49,1,1,0,1,0,1
38048,131,49,424,999,1,1,49,131,1,49,131,1,49,131,1,49,131,1,49,131,1,49,131,1,0,0,1,0,1
38077,102,49,558,999,1,1,49,102,1,49,102,1,49,102,1,49,102,1,49,102,1,49,102,0,1,0,0,1,0
38106,40,49,1260,999,1,1,40,49,1,40,49,1,40,49,1,40,49,1,40,49,1,40,49,0,1,0,1,0,1
38135,50,43,974,1175,1,1,43,50,1,43,50,1,43,50,1,43,50,1,43,50,1,43,50,1,0,1,1,1,0
38164,50,22,974,1850,1,1,50,22,1,50,22,1,50,22,1,50,22,1,50,22,1,50,22,1,0,1,0,1,1
38193,105,50,531,974,1,1,50,105,1,50,105,1,50,105,1,50,105,1,50,105,1,50,105,0,0,0,0,1,0
38222,78,20,701,1800,2,2,78,20,2,78,20,2,78,20,2,78,20,2,78,20,2,78,20,0,1,0,0,1,1
38251,40,80,1133,714,2,2,40,80,2,40,80,2,40,80,2,40,80,2,40,80,2,40,80,1,0,1,1,0,0
38280,77,80,730,714,2,2,80,77,2,80,77,2,80,77,2,80,77,2,80,77,2,80,77,0,1,0,0,0,0
38309,79,49,719,1010,2,2,49,79,2,49,79,2,49,79,2,49,79,2,49,79,2,49,79,0,0,0,0,1,1
38338,16,81,1950,735,2,2,16,81,2,16,81,2,16,81,2,16,81,2,16,81,2,16,81,0,0,0,0,0,0
38367,57,83,920,717,2,2,57,83,2,57,83,2,57,83,2,57,83,2,57,83,2,57,83,0,1,1,0,0,1
38396,832,80,20,717,2,2,832,80,2,832,80,2,832,80,2,832,80,2,832,80,2,832,80,0,1,0,0,1,1
38425,103,32,554,1430,3,3,32,103,3,32,103,3,32,103,3,32,103,3,32,103,3,32,103,1,1,1,1,1,1
38454,103,82,554,710,3,3,103,82,3,103,82,3,103,82,3,103,82,3,103,82,3,103,82,1,1,0,1,1,0
38483,66,103,859,554,3,3,103,66,3,103,66,3,103,66,3,103,66,3,103,66,3,103,66,1,0,0,1,0,1
38512,96,103,599,554,3,3,103,96,3,103,96,3,103,96,3,103,96,3,103,96,3,103,96,0,1,0,0,1,1
38541,72,110,780,515,3,3,72,110,3,72,110,3,72,110,3,72,110,3,72,110,3,72,110,1,1,0,1,1,0
38570,176,110,324,515,3,3,110,176,3,110,176,3,110,176,3,110,176,3,110,176,3,110,176,1,0,0,1,0,0
38599,49,110,1010,515,3,3,110,49,3,110,49,3,110,49,3,110,49,3,110,49,3,110,49,0,0,1,0,0,0
38628,58,142,893,398,1,1,58,142,1,58,142,1,58,142,1,58,142,1,58,142,1,58,142,1,0,1,0,0,0
38657,5,140,4450,392,2,2,5,140,2,5,140,2,5,140,2,5,140,2,5,140,2,5,140,0,1,0,0,0,1
38686,16,20,2155,1842,2,2,20,16,2,20,16,2,20,16,2,20,16,2,20,16,2,20,16,1,1,1,1,1,0
38715,43,20,1096,1842,2,2,20,43,2,20,43,2,20,43,2,20,43,2,20,43,2,20,43,1,0,1,1,0,1
38744,20,67,1842,786,2,2,20,67,2,20,67,2,20,67,2,20,67,2,20,67,2,20,67,0,1,1,0,0,0
38773,21,26,1797,1640,2,2,26,21,2,26,21,2,26,21,2,26,21,2,26,21,2,26,21,1,1,0,1,1,0
38802,107,21,545,1797,2,2,21,107,2,21,107,2,21,107,2,21,107,2,21,107,2,21,107,1,1,0,1,0,1
38831,50,21,950,1797,2,2,21,50,2,21,50,2,21,50,2,21,50,2,21,50,2,21,50,1,0,1,0,1,1
38860,22,2,1762,6900,2,2,2,22,2,2,22,2,2,22,2,2,22,2,2,22,2,2,22,1,1,1,0,1,1
38889,109,67,525,780,1,1,67,109,1,67,109,1,67,109,1,67,109,1,67,109,1,67,109,0,0,1,0,0,1
38918,121,122,469,468,2,2,121,122,2,121,122,2,121,122,2,121,122,2,121,122,2,121,122,1,0,0,1,0,0
38947,195,121,296,469,2,2,121,195,2,121,195,2,121,195,2,121,195,2,121,195,2,121,195,0,0,0,0,0,1
38976,119,60,459,915,3,3,60,119,3,60,119,3,60,119,3,60,119,3,60,119,3,60,119,0,1,1,0,0,1
39005,23,176,1727,319,2,2,23,176,2,23,176,2,23,176,2,23,176,2,23,176,2,23,176,1,0,1,1,1,0
39034,15,176,2255,319,2,2,176,15,2,176,15,2,176,15,2,176,15,2,176,15,2,176,15,0,1,1,1,0,1
39063,15,38,2125,1160,2,2,15,38,2,15,38,2,15,38,2,15,38,2,15,38,2,15,38,1,1,1,1,1,1
39092,17,38,1940,1160,2,2,38,17,2,38,17,2,38,17,2,38,17,2,38,17,2,38,17,1,1,0,1,1,1
39121,38,79,1160,706,2,2,38,79,2,38,79,2,38,79,2,38,79,2,38,79,2,38,79,1,1,0,1,1,0
39150,38,75,1160,740,2,2,38,75,2,38,75,2,38,75,2,38,75,2,38,75,2,38,75,1,0,0,1,0,0
39179,110,38,524,1160,2,2,38,110,2,38,110,2,38,110,2,38,110,2,38,110,2,38,110,0,1,0,0,0,0
39208,37,15,1195,1987,2,2,15,37,2,15,37,2,15,37,2,15,37,2,15,37,2,15,37,0,0,0,0,1,1
39237,28,39,1420,1195,2,2,28,39,2,28,39,2,28,39,2,28,39,2,28,39,2,28,39,0,1,1,0,0,1
39266,13,145,2155,395,1,1,13,145,1,13,145,1,13,145,1,13,145,1,13,145,1,13,145,0,0,1,1,0,1
39295,145,111,395,510,1,1,145,111,1,145,111,1,145,111,1,145,111,1,145,111,1,145,111,0,1,0,0,1,0
39324,84,131,688,434,1,1,84,131,1,84,131,1,84,131,1,84,131,1,84,131,1,84,131,1,0,0,1,0,0
39353,131,115,434,490,1,1,131,115,1,131,115,1,131,115,1,131,115,1,131,115,1,131,115,0,0,0,0,0,0
39382,8,119,3665,488,1,1,8,119,1,8,119,1,8,119,1,8,119,1,8,119,1,8,119,0,0,1,0,0,1
39411,115,117,490,482,1,1,115,117,1,115,117,1,115,117,1,115,117,1,115,117,1,115,117,0,0,0,0,1,0
39440,9,141,3020,398,1,1,9,141,1,9,141,1,9,141,1,9,141,1,9,141,1,9,141,1,0,1,1,0,0
39469,92,141,665,398,1,1,141,92,1,141,92,1,141,92,1,141,92,1,141,92,1,141,92,0,0,0,0,0,0
39498,127,143,445,398,1,1,127,143,1,127,143,1,127,143,1,127,143,1,127,143,1,127,143,0,0,0,0,0,0
39527,63,137,822,401,1,1,63,137,1,63,137,1,63,137,1,63,137,1,63,137,1,63,137,0,1,0,0,0,1
39556,57,135,905,408,1,1,57,135,1,57,135,1,57,135,1,57,135,1,57,135,1,57,135,0,0,1,0,1,1
39585,95,96,600,599,1,1,95,96,1,95,96,1,95,96,1,95,96,1,95,96,1,95,96,0,1,0,0,1,0
39614,27,60,1575,915,3,3,27,60,3,27,60,3,27,60,3,27,60,3,27,60,3,27,60,1,0,1,1,0,0
39643,119,60,459,915,3,3,60,119,3,60,119,3,60,119,3,60,119,3,60,119,3,60,119,0,1,1,0,0,1
39672,62,60,906,915,3,3,62,60,3,62,60,3,62,60,3,62,60,3,62,60,3,62,60,0,0,0,0,1,0
39701,6,46,4860,1050,3,3,6,46,3,6,46,3,6,46,3,6,46,3,6,46,3,6,46,1,0,1,1,0,0
39730,23,46,1608,1050,3,3,46,23,3,46,23,3,46,23,3,46,23,3,46,23,3,46,23,0,0,1,0,0,0
39759,69,32,833,1300,3,3,69,32,3,69,32,3,69,32,3,69,32,3,69,32,3,69,32,1,0,0,0,0,0
39788,85,128,670,445,2,2,85,128,2,85,128,2,85,128,2,85,128,2,85,128,2,85,128,0,1,1,0,0,1
39817,34,85,1235,656,2,2,34,85,2,34,85,2,34,85,2,34,85,2,34,85,2,34,85,1,0,0,1,1,0
39846,85,37,656,1145,2,2,85,37,2,85,37,2,85,37,2,85,37,2,85,37,2,85,37,1,0,1,0,0,0
39875,32,382,1330,110,2,2,32,382,2,32,382,2,32,382,2,32,382,2,32,382,2,32,382,1,0,0,1,0,0
39904,448,382,83,110,2,2,382,448,2,382,448,2,382,448,2,382,448,2,382,448,2,382,448,0,1,1,0,0,1
39933,17,375,1870,110,2,2,17,375,2,17,375,2,17,375,2,17,375,2,17,375,2,17,375,0,0,1,0,1,1
39962,832,93,20,617,2,2,832,93,2,832,93,2,832,93,2,832,93,2,832,93,2,832,93,1,1,0,1,1,0
39991,18,832,1950,20,2,2,832,18,2,832,18,2,832,18,2,832,18,2,832,18,2,832,18,0,1,1,1,0,1
40020,80,832,717,20,2,2,832,80,2,832,80,2,832,80,2,832,80,2,832,80,2,832,80,0,1,1,0,1,0
40049,1,26,10040,1525,2,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,2,1,26,1,1,1,1,1,0
40078,88,1,642,10040,2,2,1,88,2,1,88,2,1,88,2,1,88,2,1,88,2,1,88,1,0,0,1,1,1
40107,1,148,10040,390,2,2,1,148,2,1,148,2,1,148,2,1,148,2,1,148,2,1,148,1,1,1,0,0,0
40136,1,27,9310,1534,2,2,1,27,2,1,27,2,1,27,2,1,27,2,1,27,2,1,27,1,1,1,1,1,1
40165,1,38,9310,1175,2,2,1,38,2,1,38,2,1,38,2,1,38,2,1,38,2,1,38,1,1,1,1,1,1
40194,1,7,9310,3905,2,2,1,7,2,1,7,2,1,7,2,1,7,2,1,7,2,1,7,1,1,0,1,1,0
40223,195,1,290,9310,2,2,1,195,2,1,195,2,1,195,2,1,195,2,1,195,2,1,195,1,1,0,1,0,1
40252,1,55,9310,920,2,2,1,55,2,1,55,2,1,55,2,1,55,2,1,55,2,1,55,0,1,1,1,0,0
40281,1,21,8770,1715,3,3,21,1,3,21,1,3,21,1,3,21,1,3,21,1,3,21,1,1,1,1,1,1,1
40310,1,4,8770,5080,3,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3,1,4,1,1,1,1,1,1
40339,93,1,640,8770,3,3,1,93,3,1,93,3,1,93,3,1,93,3,1,93,3,1,93,1,1,1,1,1,1
40368,1,80,8770,723,3,3,1,80,3,1,80,3,1,80,3,1,80,3,1,80,3,1,80,1,1,1,1,1,0
